session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,user_id
3.22,49,0,0,1,0,0.71,0.72,-0.01,Sure Thing,640689
0.48,18,0,0,0,0,0.01,0.0,0.01,Sure Thing,650606
1.97,38,0,1,0,0,0.43,0.26,0.18,Persuadable,658234
1.52,38,0,0,0,0,0.2,0.12,0.08,Persuadable,659161
0.98,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,666718
0.37,36,0,0,0,0,0.01,0.01,0.0,Sure Thing,667718
0.27,20,0,0,0,1,0.01,0.0,0.01,Sure Thing,668083
0.95,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,671999
0.7,44,1,0,0,1,0.01,0.01,0.0,Sure Thing,674375
2.83,52,1,1,1,0,0.67,0.68,-0.01,Sure Thing,683978
0.52,26,0,1,0,0,0.01,0.01,0.0,Sure Thing,684806
1.83,52,1,1,0,0,0.23,0.16,0.07,Persuadable,701565
3.0,49,0,1,1,0,0.7,0.69,0.01,Sure Thing,704652
2.47,45,0,0,1,1,0.71,0.72,-0.01,Sure Thing,714504
1.88,32,0,1,0,0,0.27,0.18,0.08,Persuadable,743151
1.48,67,1,0,0,0,0.17,0.13,0.04,Sure Thing,752933
2.67,38,0,1,1,0,0.7,0.69,0.0,Sure Thing,206011
2.0,50,1,0,1,0,0.47,0.51,-0.04,Do Not Disturb,439052
1.12,43,1,0,0,0,0.09,0.03,0.06,Persuadable,454616
2.48,36,0,0,1,0,0.7,0.72,-0.02,Sure Thing,464614
11.82,41,1,0,0,0,0.71,0.68,0.04,Sure Thing,473467
2.37,39,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,503418
1.17,49,1,0,0,0,0.1,0.08,0.02,Sure Thing,511666
2.25,41,0,0,1,0,0.67,0.71,-0.04,Do Not Disturb,512589
0.47,23,1,0,0,0,0.0,0.0,0.0,Sure Thing,512677
4.33,53,1,0,1,0,0.67,0.67,-0.0,Sure Thing,513259
0.63,67,0,0,0,0,0.02,0.0,0.02,Sure Thing,519353
0.38,34,0,0,0,0,0.01,0.0,0.01,Sure Thing,519430
2.43,26,0,0,1,0,0.63,0.68,-0.05,Do Not Disturb,519885
0.37,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,522970
0.35,58,1,0,0,0,0.02,0.01,0.01,Sure Thing,523299
4.32,53,1,0,1,0,0.67,0.67,-0.0,Sure Thing,529224
1.38,38,1,0,0,0,0.17,0.13,0.04,Sure Thing,530949
2.22,50,0,0,1,0,0.64,0.71,-0.06,Do Not Disturb,534105
0.5,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,537975
0.88,48,0,0,0,0,0.01,0.01,0.0,Sure Thing,538074
1.42,17,0,0,0,0,0.13,0.11,0.02,Sure Thing,539669
0.97,27,0,1,0,0,0.01,0.0,0.01,Sure Thing,542056
2.82,34,0,0,1,0,0.7,0.69,0.01,Sure Thing,542277
2.85,31,0,0,1,0,0.69,0.68,0.02,Sure Thing,543810
2.65,40,0,1,1,0,0.69,0.69,0.0,Sure Thing,544043
0.15,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,544449
3.12,32,0,0,1,0,0.7,0.68,0.02,Sure Thing,544747
1.0,35,0,0,0,0,0.01,0.01,-0.0,Sure Thing,545209
1.05,45,1,1,0,0,0.06,0.01,0.05,Sure Thing,545684
2.45,52,1,1,1,0,0.68,0.68,-0.0,Sure Thing,546064
1.12,55,0,0,0,1,0.07,0.02,0.05,Sure Thing,551023
0.37,46,1,0,0,1,0.01,0.01,0.0,Sure Thing,555710
0.38,45,0,0,0,0,0.01,0.01,0.0,Sure Thing,557298
3.42,27,1,1,1,0,0.65,0.65,0.0,Sure Thing,560929
3.05,47,0,1,0,0,0.7,0.69,0.01,Sure Thing,561386
0.37,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,562641
0.33,39,1,1,0,0,0.02,0.0,0.01,Sure Thing,568121
0.33,43,0,1,0,0,0.01,0.01,0.0,Sure Thing,573086
3.75,37,1,0,0,0,0.68,0.69,-0.01,Sure Thing,573584
2.25,16,0,0,1,1,0.47,0.34,0.13,Persuadable,573931
2.23,50,0,0,1,0,0.64,0.71,-0.06,Do Not Disturb,575971
2.1,44,1,0,1,0,0.62,0.57,0.05,Persuadable,577930
2.43,53,1,1,1,0,0.67,0.68,-0.01,Sure Thing,579307
0.4,54,1,0,0,0,0.01,0.01,0.01,Sure Thing,579804
3.23,32,0,1,1,1,0.68,0.66,0.02,Sure Thing,582446
3.97,52,1,0,1,0,0.67,0.68,-0.01,Sure Thing,583023
1.77,45,1,1,0,0,0.25,0.13,0.12,Persuadable,589414
2.07,47,1,0,1,0,0.61,0.54,0.07,Persuadable,590103
0.27,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,592372
0.4,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,599065
3.77,52,1,0,1,0,0.69,0.69,0.0,Sure Thing,600395
2.88,34,0,0,1,0,0.7,0.69,0.01,Sure Thing,602476
0.38,30,1,1,0,0,0.01,0.0,0.01,Sure Thing,602598
4.18,16,0,0,0,0,0.4,0.31,0.09,Persuadable,608823
1.33,31,0,0,0,0,0.16,0.12,0.04,Sure Thing,611887
1.1,50,1,0,1,0,0.08,0.04,0.04,Sure Thing,617199
0.25,57,1,1,0,0,0.02,0.0,0.01,Sure Thing,623935
1.7,18,0,0,0,0,0.12,0.08,0.04,Sure Thing,626067
0.25,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,627518
6.53,39,0,1,0,1,0.65,0.62,0.03,Sure Thing,629803
2.63,49,1,0,0,0,0.7,0.71,-0.01,Sure Thing,634130
5.55,27,0,0,0,1,0.62,0.61,0.0,Sure Thing,652527
1.12,41,1,0,0,0,0.07,0.03,0.04,Sure Thing,662010
0.48,45,1,0,0,1,0.01,0.01,0.0,Sure Thing,665746
0.25,62,1,1,0,0,0.01,0.0,0.01,Sure Thing,669140
1.97,34,0,0,0,0,0.32,0.25,0.07,Persuadable,699040
2.12,42,0,0,0,0,0.64,0.58,0.06,Persuadable,721570
0.13,40,0,1,0,0,0.01,0.01,0.0,Sure Thing,756434
1.58,44,0,0,0,0,0.21,0.11,0.11,Persuadable,757930
0.37,46,0,0,0,0,0.01,0.01,0.0,Sure Thing,446933
2.13,23,0,1,0,1,0.38,0.33,0.05,Sure Thing,464542
1.72,66,1,0,0,0,0.23,0.13,0.1,Persuadable,486191
2.55,40,1,1,0,0,0.67,0.68,-0.01,Sure Thing,504299
2.22,30,1,1,0,0,0.59,0.64,-0.05,Do Not Disturb,511943
0.62,63,1,0,0,0,0.01,0.01,0.01,Sure Thing,512190
2.42,35,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,512271
2.55,36,0,0,1,0,0.7,0.72,-0.02,Sure Thing,512598
5.68,16,0,0,1,0,0.39,0.3,0.09,Persuadable,512974
1.3,66,1,0,0,0,0.19,0.13,0.06,Persuadable,514642
0.52,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,514876
2.03,45,0,1,1,0,0.56,0.45,0.11,Persuadable,515168
0.5,49,1,1,0,0,0.02,0.0,0.01,Sure Thing,516004
0.13,26,1,0,0,0,0.02,0.0,0.02,Sure Thing,517925
7.27,42,1,0,0,0,0.67,0.66,0.01,Sure Thing,517968
0.25,35,1,0,0,0,0.01,0.01,0.0,Sure Thing,519211
0.27,17,0,0,0,0,0.01,0.0,0.0,Sure Thing,520882
2.92,49,1,1,1,0,0.67,0.68,-0.01,Sure Thing,521070
0.5,31,0,0,0,0,0.01,0.0,0.01,Sure Thing,521883
1.17,20,1,0,0,0,0.06,0.08,-0.02,Do Not Disturb,523938
6.23,48,1,0,1,0,0.67,0.66,0.01,Sure Thing,524628
0.38,28,0,0,0,0,0.01,0.0,0.01,Sure Thing,524650
6.63,44,1,0,1,0,0.67,0.66,0.01,Sure Thing,525265
1.07,40,0,1,0,0,0.07,0.03,0.05,Sure Thing,525555
0.65,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,527406
2.65,74,1,0,0,0,0.34,0.3,0.05,Sure Thing,527536
0.15,40,1,0,0,0,0.01,0.01,0.01,Sure Thing,527541
0.52,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,527585
2.38,52,1,1,1,0,0.67,0.68,-0.02,Sure Thing,528816
0.87,45,1,0,0,1,0.01,0.01,0.0,Sure Thing,530421
3.53,42,0,1,0,0,0.7,0.68,0.02,Sure Thing,530625
1.7,39,1,0,0,0,0.21,0.13,0.08,Persuadable,531789
1.92,49,1,1,0,0,0.26,0.29,-0.02,Do Not Disturb,531884
2.62,44,1,1,1,0,0.68,0.68,-0.0,Sure Thing,538188
2.28,50,1,0,1,0,0.67,0.7,-0.03,Do Not Disturb,538691
1.45,38,1,1,0,0,0.23,0.13,0.1,Persuadable,542605
2.7,20,0,0,1,0,0.52,0.33,0.19,Persuadable,546164
2.68,42,1,1,1,0,0.67,0.68,-0.01,Sure Thing,548651
0.88,34,1,0,0,0,0.01,0.0,0.01,Sure Thing,551340
2.47,50,0,0,1,0,0.7,0.72,-0.02,Sure Thing,551468
0.25,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,551681
3.3,48,1,1,0,0,0.67,0.68,-0.01,Sure Thing,553805
2.88,38,1,0,0,0,0.68,0.71,-0.02,Do Not Disturb,554922
2.28,74,1,0,0,0,0.32,0.29,0.03,Sure Thing,555418
3.92,47,1,0,0,0,0.67,0.68,-0.01,Sure Thing,557815
0.97,37,1,1,0,0,0.01,0.01,0.01,Sure Thing,559226
0.75,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,561699
2.3,43,1,0,1,0,0.67,0.71,-0.03,Do Not Disturb,562338
7.5,42,0,1,1,0,0.66,0.62,0.04,Sure Thing,566455
2.38,53,1,0,1,0,0.67,0.71,-0.04,Do Not Disturb,567172
3.55,39,0,0,0,0,0.71,0.7,0.01,Sure Thing,569203
2.43,47,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,570683
2.52,43,0,0,0,0,0.71,0.72,-0.01,Sure Thing,571233
1.65,39,1,0,0,0,0.2,0.13,0.07,Persuadable,572609
1.48,51,0,0,0,0,0.22,0.11,0.11,Persuadable,575500
3.77,45,0,0,1,0,0.71,0.69,0.01,Sure Thing,582979
0.65,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,583490
1.98,45,1,0,0,0,0.43,0.51,-0.08,Do Not Disturb,585915
2.2,49,1,0,1,0,0.63,0.69,-0.06,Do Not Disturb,587577
2.08,40,0,0,1,0,0.61,0.58,0.03,Sure Thing,595087
1.23,34,0,1,0,1,0.11,0.11,-0.0,Sure Thing,600265
0.77,78,1,0,0,0,0.01,0.0,0.01,Sure Thing,600796
0.77,17,0,1,0,0,0.01,0.01,0.01,Sure Thing,602323
0.97,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,607028
3.28,37,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,609167
2.13,16,0,0,0,0,0.35,0.32,0.03,Sure Thing,635375
1.23,16,0,0,0,0,0.14,0.1,0.04,Sure Thing,639554
2.22,40,0,0,0,0,0.63,0.71,-0.08,Do Not Disturb,642786
0.37,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,649081
0.25,18,0,0,0,1,0.01,0.0,0.01,Sure Thing,650606
1.35,46,1,1,0,0,0.18,0.11,0.07,Persuadable,656150
0.28,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,660110
0.98,39,1,0,0,0,0.01,0.01,0.0,Sure Thing,663017
1.98,36,0,0,0,0,0.39,0.5,-0.11,Do Not Disturb,667718
1.12,34,0,0,0,0,0.07,0.03,0.03,Sure Thing,667929
0.53,39,1,0,0,0,0.01,0.01,0.01,Sure Thing,669348
0.6,49,1,1,0,0,0.02,0.0,0.01,Sure Thing,672112
2.02,30,0,0,0,0,0.38,0.48,-0.1,Do Not Disturb,678547
3.45,19,0,1,0,0,0.4,0.25,0.15,Persuadable,689984
2.62,35,0,0,1,0,0.71,0.72,-0.01,Sure Thing,710489
0.73,57,1,0,0,0,0.02,0.01,0.01,Sure Thing,713557
3.5,37,0,1,0,0,0.69,0.68,0.01,Sure Thing,728820
2.85,46,1,1,0,0,0.67,0.68,-0.01,Sure Thing,741902
3.25,39,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,760793
1.32,51,1,0,0,0,0.18,0.12,0.06,Persuadable,361759
2.05,26,0,1,0,0,0.53,0.46,0.07,Persuadable,371201
1.03,43,1,1,0,1,0.08,0.01,0.08,Persuadable,405305
1.62,50,0,0,1,0,0.22,0.11,0.11,Persuadable,411179
2.1,38,0,0,1,0,0.61,0.59,0.01,Sure Thing,437549
3.45,66,0,0,0,0,0.49,0.35,0.15,Persuadable,482811
2.25,37,1,1,1,0,0.62,0.67,-0.05,Do Not Disturb,483480
6.38,41,1,0,0,0,0.66,0.66,0.0,Sure Thing,491266
4.43,39,0,0,1,0,0.68,0.68,0.0,Sure Thing,506130
0.38,23,0,1,0,0,0.01,0.01,0.0,Sure Thing,507753
3.13,62,1,0,1,0,0.57,0.56,0.02,Sure Thing,512904
2.85,49,1,1,0,0,0.67,0.68,-0.01,Sure Thing,516004
1.8,37,0,0,1,1,0.21,0.12,0.09,Persuadable,516593
2.07,30,1,0,1,0,0.6,0.51,0.09,Persuadable,521997
0.23,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,523392
2.38,43,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,524929
1.25,29,0,0,0,0,0.11,0.11,-0.0,Sure Thing,525323
2.33,43,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,526308
4.25,34,0,0,1,0,0.67,0.64,0.03,Sure Thing,531987
0.72,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,533093
1.75,44,1,1,0,0,0.25,0.13,0.12,Persuadable,533251
2.23,43,1,0,1,0,0.63,0.7,-0.07,Do Not Disturb,537560
2.45,27,0,0,1,0,0.65,0.68,-0.03,Do Not Disturb,538457
0.38,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,541901
2.1,39,0,0,1,0,0.61,0.59,0.02,Sure Thing,542767
2.35,32,0,0,1,0,0.69,0.68,0.01,Sure Thing,543976
2.07,22,0,0,0,0,0.37,0.31,0.07,Persuadable,545736
2.78,27,0,1,1,0,0.66,0.67,-0.01,Sure Thing,547453
0.97,40,0,0,0,0,0.01,0.01,0.0,Sure Thing,548032
1.72,19,0,1,0,1,0.2,0.11,0.09,Persuadable,548872
1.65,42,1,0,0,0,0.2,0.12,0.08,Persuadable,549584
3.32,45,1,1,1,0,0.67,0.68,-0.01,Sure Thing,550579
2.4,20,0,0,0,0,0.49,0.32,0.17,Persuadable,551431
2.02,51,1,1,1,1,0.47,0.45,0.01,Sure Thing,552558
3.12,46,0,1,1,0,0.7,0.69,0.01,Sure Thing,552904
1.4,37,0,0,0,0,0.16,0.11,0.05,Sure Thing,556714
4.83,29,0,0,0,0,0.67,0.61,0.06,Persuadable,563148
5.18,18,0,0,0,0,0.47,0.3,0.17,Persuadable,563266
0.75,65,1,0,0,0,0.01,0.0,0.01,Sure Thing,563343
0.5,62,1,1,0,1,0.01,0.0,0.01,Sure Thing,563425
1.87,53,1,0,0,1,0.25,0.16,0.09,Persuadable,564616
1.13,38,0,0,1,0,0.07,0.03,0.04,Sure Thing,564854
0.6,44,0,0,0,0,0.01,0.01,0.0,Sure Thing,567211
0.88,40,0,1,0,0,0.01,0.01,0.0,Sure Thing,568060
9.75,55,0,0,1,0,0.65,0.66,-0.01,Sure Thing,571566
2.55,42,1,1,1,0,0.67,0.68,-0.01,Sure Thing,576691
3.05,34,0,1,1,0,0.68,0.67,0.01,Sure Thing,579950
2.37,55,0,0,1,0,0.67,0.72,-0.05,Do Not Disturb,582319
0.6,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,582723
3.5,19,0,1,0,0,0.4,0.25,0.15,Persuadable,583166
0.73,28,0,1,0,0,0.01,0.0,0.01,Sure Thing,589140
0.8,28,1,0,0,1,0.01,0.0,0.01,Sure Thing,593804
1.6,18,0,0,0,0,0.17,0.08,0.09,Persuadable,596559
0.25,17,0,0,0,0,0.01,0.0,0.0,Sure Thing,601094
0.7,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,607949
1.88,42,0,1,1,0,0.28,0.21,0.07,Persuadable,612002
2.02,32,0,0,0,0,0.38,0.49,-0.11,Do Not Disturb,614111
0.62,57,1,1,0,0,0.02,0.0,0.01,Sure Thing,623935
1.43,28,0,0,0,0,0.2,0.12,0.08,Persuadable,626249
1.22,53,0,0,0,0,0.08,0.11,-0.03,Do Not Disturb,631970
0.5,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,635790
2.23,67,1,0,0,0,0.39,0.28,0.11,Persuadable,636251
0.53,32,1,0,0,0,0.01,0.0,0.01,Sure Thing,650055
6.43,17,0,1,0,0,0.38,0.23,0.15,Persuadable,652190
1.03,47,1,1,0,0,0.06,0.01,0.06,Persuadable,658528
2.75,36,0,0,1,0,0.7,0.72,-0.01,Sure Thing,667718
0.5,46,0,0,0,0,0.01,0.01,0.0,Sure Thing,667916
0.55,34,0,0,0,0,0.01,0.0,0.01,Sure Thing,667929
1.35,20,0,0,0,0,0.14,0.12,0.03,Sure Thing,668083
0.87,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,672009
0.75,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,682005
0.25,47,0,1,0,0,0.01,0.01,0.0,Sure Thing,691334
0.85,47,1,1,0,1,0.01,0.0,0.01,Sure Thing,695132
1.98,52,1,1,1,0,0.45,0.43,0.02,Sure Thing,701565
1.42,41,0,1,0,0,0.22,0.11,0.11,Persuadable,703333
0.65,30,1,0,0,0,0.01,0.0,0.01,Sure Thing,717149
0.37,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,725357
11.2,67,1,0,1,1,0.56,0.35,0.21,Persuadable,752933
0.72,54,0,0,0,1,0.01,0.01,0.01,Sure Thing,359653
1.78,52,1,1,1,0,0.24,0.13,0.1,Persuadable,445351
2.85,41,1,0,0,0,0.68,0.71,-0.02,Do Not Disturb,473467
7.43,34,0,1,0,1,0.64,0.59,0.05,Persuadable,479101
0.13,45,0,0,0,0,0.01,0.01,0.0,Sure Thing,483224
1.35,38,1,0,0,0,0.16,0.13,0.03,Sure Thing,489802
1.3,36,0,0,0,0,0.14,0.11,0.02,Sure Thing,492287
1.53,45,1,0,0,1,0.2,0.12,0.08,Persuadable,497475
0.42,36,1,0,0,0,0.01,0.01,0.0,Sure Thing,498857
0.38,45,1,1,0,1,0.02,0.0,0.01,Sure Thing,503928
1.0,42,0,0,0,0,0.01,0.01,-0.0,Sure Thing,510570
0.9,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,511148
1.9,19,0,0,0,0,0.14,0.14,-0.0,Sure Thing,511608
3.88,31,0,0,1,0,0.68,0.64,0.04,Sure Thing,512197
5.75,38,0,0,1,0,0.68,0.67,0.01,Sure Thing,512786
0.47,20,0,1,0,0,0.02,0.0,0.01,Sure Thing,513090
1.0,39,1,1,0,0,0.02,0.01,0.01,Sure Thing,515398
0.98,18,1,0,0,1,0.0,0.01,-0.0,Sure Thing,515514
3.62,46,1,1,0,0,0.67,0.67,0.0,Sure Thing,515835
4.43,55,1,1,1,0,0.64,0.62,0.01,Sure Thing,516089
1.53,27,0,1,0,0,0.26,0.11,0.14,Persuadable,516178
2.47,34,0,0,1,0,0.69,0.69,0.0,Sure Thing,519430
2.63,29,0,0,1,0,0.7,0.68,0.02,Sure Thing,524923
4.68,43,1,1,1,0,0.65,0.61,0.04,Sure Thing,532106
1.7,18,0,1,0,0,0.17,0.09,0.08,Persuadable,532329
1.08,50,1,1,0,0,0.08,0.02,0.06,Persuadable,533388
4.5,19,0,0,0,0,0.48,0.31,0.17,Persuadable,533755
4.67,26,0,1,0,0,0.65,0.58,0.07,Persuadable,534088
1.8,19,0,1,0,0,0.23,0.11,0.12,Persuadable,537400
0.93,30,0,1,0,0,0.01,0.0,0.01,Sure Thing,537818
1.73,28,0,1,0,0,0.24,0.12,0.12,Persuadable,538108
0.97,52,1,0,0,0,0.01,0.01,0.0,Sure Thing,538134
2.37,23,0,1,0,0,0.46,0.33,0.13,Persuadable,538696
1.12,34,0,0,0,0,0.07,0.03,0.03,Sure Thing,540733
0.85,46,1,1,0,0,0.01,0.0,0.01,Sure Thing,541812
2.12,51,1,0,0,0,0.63,0.54,0.09,Persuadable,544694
2.0,28,0,0,1,0,0.38,0.46,-0.09,Do Not Disturb,554213
2.77,56,0,0,0,0,0.63,0.65,-0.02,Sure Thing,556215
2.47,42,1,1,1,0,0.67,0.68,-0.01,Sure Thing,558682
0.37,42,1,1,0,0,0.02,0.0,0.01,Sure Thing,558966
3.32,41,1,0,1,0,0.68,0.7,-0.02,Sure Thing,561013
0.63,47,1,1,0,1,0.01,0.0,0.01,Sure Thing,568696
1.28,32,0,0,0,0,0.17,0.11,0.05,Persuadable,570654
1.93,16,0,0,0,0,0.15,0.16,-0.01,Sure Thing,570697
3.17,48,1,0,1,0,0.7,0.71,-0.01,Sure Thing,571819
4.58,50,1,1,1,0,0.65,0.61,0.04,Sure Thing,572908
3.2,54,0,0,1,0,0.68,0.72,-0.04,Do Not Disturb,575459
1.37,68,0,0,1,0,0.19,0.11,0.08,Persuadable,576712
2.33,27,0,1,1,0,0.65,0.66,-0.01,Sure Thing,578993
2.12,17,0,1,0,0,0.36,0.27,0.09,Persuadable,583335
2.28,48,0,0,1,1,0.68,0.72,-0.03,Do Not Disturb,588507
1.37,50,1,1,0,0,0.18,0.12,0.06,Persuadable,590404
0.87,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,592399
0.62,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,599311
2.2,38,0,0,1,0,0.63,0.7,-0.07,Do Not Disturb,599348
2.37,41,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,602120
1.13,16,0,0,0,0,0.05,0.08,-0.03,Do Not Disturb,608823
0.13,47,1,0,0,0,0.01,0.01,0.0,Sure Thing,610806
1.05,52,1,1,0,0,0.05,0.01,0.04,Sure Thing,612797
0.88,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,613386
7.88,26,0,0,1,0,0.62,0.61,0.02,Sure Thing,614165
0.35,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,625030
1.47,44,0,0,0,0,0.23,0.11,0.12,Persuadable,626329
4.1,22,0,1,0,0,0.46,0.25,0.21,Persuadable,627729
1.67,47,0,0,0,0,0.23,0.11,0.12,Persuadable,635790
1.55,16,0,0,0,0,0.22,0.1,0.12,Persuadable,647638
0.87,22,0,1,0,0,0.0,0.01,-0.0,Sure Thing,650049
2.37,46,1,1,1,0,0.67,0.68,-0.01,Sure Thing,656346
0.37,39,1,0,0,1,0.01,0.01,0.01,Sure Thing,663017
1.15,41,0,0,0,0,0.08,0.04,0.04,Sure Thing,664401
1.6,64,1,1,1,0,0.18,0.21,-0.04,Do Not Disturb,677896
2.08,42,1,0,0,0,0.61,0.55,0.06,Persuadable,679442
1.32,55,1,0,0,0,0.18,0.12,0.05,Persuadable,685604
6.08,73,0,0,0,0,0.44,0.41,0.04,Sure Thing,693301
2.48,36,0,0,0,1,0.7,0.72,-0.02,Sure Thing,152583
0.87,66,1,0,0,0,0.02,0.0,0.01,Sure Thing,377069
5.97,44,1,0,0,0,0.67,0.66,0.01,Sure Thing,400899
0.72,28,0,1,0,0,0.01,0.0,0.01,Sure Thing,421666
2.87,37,1,0,1,1,0.68,0.71,-0.02,Do Not Disturb,439120
0.48,23,0,1,0,0,0.01,0.01,0.0,Sure Thing,451674
2.22,44,0,0,1,0,0.64,0.71,-0.06,Do Not Disturb,454661
3.13,40,1,1,1,0,0.66,0.68,-0.02,Sure Thing,476436
2.7,55,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,484987
1.13,39,0,0,0,0,0.08,0.03,0.05,Sure Thing,504669
0.67,36,0,0,0,0,0.01,0.01,0.0,Sure Thing,508497
1.02,31,0,0,0,0,0.01,0.01,0.01,Sure Thing,510198
0.67,70,0,0,0,0,0.01,0.0,0.01,Sure Thing,511821
2.7,44,0,1,0,0,0.7,0.69,0.01,Sure Thing,511996
0.27,59,0,0,0,1,0.01,0.01,0.0,Sure Thing,513568
3.3,36,0,1,1,0,0.69,0.69,-0.0,Sure Thing,514899
1.07,27,0,0,0,0,0.1,0.04,0.06,Persuadable,514926
1.22,22,0,1,0,0,0.08,0.12,-0.03,Do Not Disturb,515764
0.73,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,518219
0.38,33,1,0,0,0,0.01,0.0,0.01,Sure Thing,518867
0.72,49,0,0,0,0,0.01,0.01,0.0,Sure Thing,519137
0.65,24,1,1,0,0,0.01,0.01,0.0,Sure Thing,519529
2.08,41,1,0,1,0,0.6,0.55,0.05,Persuadable,520256
0.35,40,0,0,0,0,0.01,0.01,0.0,Sure Thing,520298
1.05,30,0,0,0,0,0.02,0.03,-0.0,Sure Thing,522263
1.02,39,0,0,0,0,0.01,0.01,-0.0,Sure Thing,522761
6.22,41,0,0,0,0,0.69,0.67,0.02,Sure Thing,523231
2.53,38,0,0,0,0,0.7,0.72,-0.02,Sure Thing,523392
4.77,50,1,1,1,1,0.66,0.61,0.05,Persuadable,525684
1.02,43,1,1,0,0,0.02,0.01,0.01,Sure Thing,529237
2.97,42,1,1,1,0,0.67,0.68,-0.01,Sure Thing,529781
4.28,48,1,1,1,1,0.65,0.64,0.01,Sure Thing,531109
3.23,36,0,1,1,1,0.69,0.69,-0.0,Sure Thing,531322
4.48,69,1,0,0,0,0.26,0.3,-0.04,Do Not Disturb,531620
0.62,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,532750
3.52,49,1,0,1,0,0.7,0.69,0.01,Sure Thing,532810
1.2,36,0,1,0,0,0.11,0.1,0.01,Sure Thing,534380
2.53,53,1,0,0,1,0.69,0.71,-0.02,Sure Thing,536658
4.13,39,1,0,0,0,0.66,0.67,-0.01,Sure Thing,538915
3.95,39,1,1,1,0,0.65,0.66,-0.01,Sure Thing,539010
1.0,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,540308
2.38,40,1,0,1,0,0.67,0.71,-0.04,Do Not Disturb,541967
1.1,45,1,0,0,0,0.06,0.03,0.03,Sure Thing,543165
3.92,42,0,0,1,0,0.67,0.69,-0.02,Sure Thing,545652
1.17,31,0,0,0,1,0.09,0.07,0.02,Sure Thing,549152
0.37,48,1,1,0,0,0.02,0.0,0.01,Sure Thing,550426
0.13,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,550868
0.97,47,0,1,0,0,0.01,0.01,0.0,Sure Thing,551051
0.87,48,1,1,0,0,0.02,0.0,0.01,Sure Thing,551331
1.37,57,1,0,0,0,0.16,0.13,0.03,Sure Thing,552653
0.25,35,0,0,0,0,0.01,0.01,0.0,Sure Thing,553985
0.13,48,1,1,0,1,0.02,0.0,0.01,Sure Thing,555193
3.27,49,0,0,0,1,0.71,0.72,-0.01,Sure Thing,555492
2.37,43,1,1,0,0,0.67,0.68,-0.01,Sure Thing,558651
3.88,45,1,0,1,1,0.68,0.68,0.0,Sure Thing,559775
1.5,40,0,0,0,0,0.22,0.11,0.1,Persuadable,560627
1.85,41,1,1,0,0,0.26,0.19,0.07,Persuadable,562192
0.6,28,0,0,0,0,0.01,0.0,0.01,Sure Thing,563740
0.53,56,1,1,0,0,0.01,0.01,0.01,Sure Thing,565275
3.33,44,1,1,0,0,0.67,0.68,-0.01,Sure Thing,568773
2.05,30,0,0,1,0,0.58,0.5,0.08,Persuadable,573670
0.97,41,1,0,0,0,0.01,0.01,0.01,Sure Thing,575823
0.4,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,576668
