session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,decision,user_id
7.75,38,0,1,0,0,0.66,0.62,0.04,Sure Thing,0.67,No Action,566096
2.25,51,0,0,0,0,0.67,0.71,-0.04,Do Not Disturb,0.71,No Discount (Sure Thing),566875
2.17,52,1,1,1,0,0.6,0.62,-0.02,Do Not Disturb,0.61,Avoid (Do Not Disturb),566881
3.03,35,0,0,1,1,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),567478
0.42,36,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,568078
0.65,18,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,569107
1.13,30,0,0,0,0,0.1,0.03,0.06,Persuadable,0.04,Give Discount,570226
1.5,75,1,0,0,0,0.18,0.13,0.04,Sure Thing,0.15,No Action,570961
0.73,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.0,No Action,571913
0.87,44,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,574116
8.17,47,1,0,0,0,0.67,0.65,0.02,Sure Thing,0.69,No Action,575809
2.08,50,0,0,1,0,0.62,0.56,0.06,Persuadable,0.57,Give Discount,576136
2.67,36,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),576612
0.9,44,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.0,No Action,577255
2.07,25,0,0,1,0,0.48,0.46,0.02,Sure Thing,0.52,No Action,577921
0.87,39,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,578866
0.53,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,578947
1.42,41,1,1,0,1,0.22,0.12,0.1,Persuadable,0.13,Give Discount,579707
3.25,24,0,0,0,0,0.53,0.34,0.19,Persuadable,0.35,Give Discount,579846
3.37,31,1,0,0,0,0.68,0.66,0.03,Sure Thing,0.66,No Action,580077
0.6,18,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,581679
2.25,38,0,0,1,0,0.66,0.71,-0.05,Do Not Disturb,0.71,No Discount (Sure Thing),581835
3.05,46,1,0,0,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),581858
0.58,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,583612
0.62,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,584185
3.88,49,1,0,0,0,0.69,0.68,0.01,Sure Thing,0.7,No Action,584666
3.08,46,1,0,1,1,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),585745
1.68,48,1,0,1,1,0.23,0.12,0.11,Persuadable,0.13,Give Discount,585882
0.85,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,585986
2.92,47,1,0,0,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),586192
1.53,30,0,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,593672
0.72,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,586312
1.07,47,0,1,0,0,0.09,0.02,0.06,Persuadable,0.03,Give Discount,588391
0.93,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,589630
2.3,48,1,1,1,1,0.66,0.68,-0.02,Do Not Disturb,0.67,Avoid (Do Not Disturb),589812
0.73,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,589977
2.0,58,1,0,0,0,0.45,0.38,0.07,Persuadable,0.48,Give Discount,590123
1.35,52,1,0,0,0,0.15,0.12,0.03,Sure Thing,0.13,No Action,590379
2.38,16,0,0,1,0,0.47,0.33,0.14,Persuadable,0.34,Give Discount,590397
9.02,21,0,0,1,0,0.49,0.45,0.03,Sure Thing,0.42,No Action,590468
2.6,34,0,0,0,0,0.7,0.69,0.01,Sure Thing,0.67,No Action,590659
5.18,46,0,0,1,0,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),592371
1.13,37,0,0,0,0,0.07,0.03,0.03,Sure Thing,0.04,No Action,593401
1.27,67,1,0,0,0,0.24,0.13,0.11,Persuadable,0.13,Give Discount,594410
0.4,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,594875
1.42,53,1,0,0,0,0.17,0.12,0.05,Sure Thing,0.13,No Action,595283
2.02,22,0,0,0,0,0.31,0.29,0.03,Sure Thing,0.33,No Action,596103
0.92,51,1,0,0,0,0.02,0.01,0.01,Sure Thing,0.0,No Action,596153
1.85,41,0,0,1,1,0.26,0.15,0.11,Persuadable,0.15,Give Discount,596505
3.15,35,1,1,1,0,0.66,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),598075
0.98,65,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,602921
1.57,54,1,0,0,1,0.19,0.13,0.07,Persuadable,0.14,Give Discount,602925
0.75,24,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,603100
1.17,35,1,1,0,0,0.09,0.1,-0.01,Sure Thing,0.1,Avoid (Do Not Disturb),607280
0.62,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,No Action,608039
0.13,31,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,612226
1.0,26,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,613164
0.27,50,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,614632
0.98,38,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,614828
0.37,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,615783
0.5,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,616125
2.62,29,0,1,0,0,0.67,0.66,0.01,Sure Thing,0.64,No Action,616461
2.43,30,1,0,0,0,0.67,0.67,0.0,Sure Thing,0.66,No Action,616470
1.08,44,1,0,0,0,0.09,0.03,0.06,Persuadable,0.04,Give Discount,616795
1.85,36,0,1,0,0,0.22,0.18,0.05,Sure Thing,0.17,No Action,616992
1.15,43,1,0,0,1,0.09,0.05,0.05,Sure Thing,0.06,No Action,617506
1.33,58,1,0,0,0,0.18,0.13,0.04,Sure Thing,0.14,No Action,617990
1.75,62,1,0,0,0,0.24,0.14,0.1,Persuadable,0.14,Give Discount,618881
0.23,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,619432
1.48,58,1,0,0,1,0.18,0.13,0.04,Sure Thing,0.14,No Action,620690
0.27,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,620719
1.12,33,0,0,0,0,0.07,0.03,0.04,Sure Thing,0.04,No Action,621552
1.35,45,1,0,0,0,0.15,0.12,0.04,Sure Thing,0.12,No Action,622464
2.53,51,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),622813
2.2,37,0,0,1,0,0.63,0.7,-0.07,Do Not Disturb,0.7,Avoid (Do Not Disturb),623043
2.65,39,1,1,0,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),623142
2.23,42,0,1,1,0,0.61,0.68,-0.07,Do Not Disturb,0.67,Avoid (Do Not Disturb),623750
2.65,45,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),623850
0.27,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,623941
1.77,46,1,0,0,0,0.25,0.12,0.12,Persuadable,0.13,Give Discount,623949
2.72,52,1,0,1,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),623972
0.97,40,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,624198
0.63,41,1,1,0,1,0.02,0.0,0.01,Sure Thing,0.01,No Action,624762
0.5,36,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,625089
4.12,49,1,0,1,0,0.68,0.68,-0.0,Sure Thing,0.7,Avoid (Do Not Disturb),283325
1.23,44,1,0,0,0,0.09,0.12,-0.02,Do Not Disturb,0.11,Avoid (Do Not Disturb),354311
0.25,36,1,1,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,373489
0.27,40,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,376159
0.62,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,418692
0.63,45,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,441205
0.62,54,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,448154
2.68,35,1,0,1,0,0.68,0.7,-0.02,Sure Thing,0.7,No Discount (Sure Thing),450164
0.5,41,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,472394
0.35,33,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.0,No Action,476124
0.4,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,478834
0.25,34,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,490608
1.0,41,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),497077
2.47,43,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),498357
0.4,35,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,502819
2.13,18,0,1,0,0,0.34,0.27,0.07,Persuadable,0.29,Give Discount,503483
1.45,57,1,0,0,0,0.17,0.13,0.03,Sure Thing,0.14,No Action,504936
1.37,39,0,0,1,1,0.17,0.11,0.06,Persuadable,0.12,Give Discount,511140
1.62,47,1,1,0,0,0.26,0.12,0.14,Persuadable,0.14,Give Discount,511399
2.47,50,1,1,1,0,0.68,0.68,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),511549
0.27,37,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,511560
3.5,51,1,1,0,0,0.67,0.67,0.0,Sure Thing,0.67,No Action,511587
0.75,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,511805
4.33,53,0,0,1,0,0.67,0.67,0.0,Sure Thing,0.7,No Discount (Sure Thing),512204
0.73,29,1,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,512704
0.37,35,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,513241
0.5,47,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,514981
9.73,33,1,0,0,0,0.69,0.6,0.09,Persuadable,0.65,Give Discount,515516
0.62,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,517787
2.52,32,0,0,0,0,0.7,0.68,0.02,Sure Thing,0.67,No Action,517819
4.95,48,1,0,0,0,0.67,0.66,0.01,Sure Thing,0.69,No Action,517847
0.72,35,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,517931
1.73,42,1,1,0,0,0.25,0.13,0.13,Persuadable,0.14,Give Discount,518585
1.02,48,0,1,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),519393
1.1,49,0,1,0,0,0.05,0.03,0.02,Sure Thing,0.03,No Action,521309
4.1,32,0,0,1,0,0.67,0.63,0.04,Sure Thing,0.66,No Action,521335
2.23,54,1,0,0,0,0.62,0.7,-0.08,Do Not Disturb,0.69,Avoid (Do Not Disturb),521509
0.33,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,522402
2.35,44,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),522937
2.32,44,1,1,1,0,0.66,0.68,-0.02,Sure Thing,0.67,Avoid (Do Not Disturb),523612
0.75,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,523841
2.57,51,1,0,1,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),524412
0.4,29,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,524807
2.03,56,1,0,1,0,0.57,0.42,0.16,Persuadable,0.48,Give Discount,525168
2.93,55,1,0,0,0,0.68,0.7,-0.02,Do Not Disturb,0.7,Avoid (Do Not Disturb),526258
2.73,28,0,0,1,0,0.69,0.68,0.01,Sure Thing,0.67,No Action,526565
3.45,36,0,0,1,0,0.71,0.7,0.01,Sure Thing,0.71,No Discount (Sure Thing),527401
3.62,45,0,0,1,0,0.71,0.69,0.02,Sure Thing,0.71,No Discount (Sure Thing),527464
4.33,52,1,0,0,0,0.67,0.67,0.01,Sure Thing,0.7,No Action,527508
3.57,40,0,0,1,1,0.7,0.7,0.0,Sure Thing,0.71,No Discount (Sure Thing),528061
1.97,30,0,0,1,0,0.32,0.24,0.09,Persuadable,0.23,Give Discount,528244
0.37,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,529734
0.85,34,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,530298
1.4,53,1,0,0,0,0.15,0.12,0.03,Sure Thing,0.13,No Action,530978
2.13,39,0,0,0,1,0.62,0.59,0.03,Sure Thing,0.6,No Action,531054
2.47,22,0,0,0,0,0.52,0.31,0.21,Persuadable,0.32,Give Discount,531745
1.03,47,1,1,0,0,0.06,0.01,0.06,Persuadable,0.01,Give Discount,533048
0.8,40,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,533123
2.88,51,0,1,1,0,0.7,0.69,0.01,Sure Thing,0.68,No Action,533211
1.12,39,1,1,0,0,0.08,0.03,0.06,Persuadable,0.04,Give Discount,533378
0.25,34,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,533411
2.07,47,0,0,0,0,0.61,0.54,0.07,Persuadable,0.56,Give Discount,533827
2.07,35,1,0,1,0,0.61,0.55,0.05,Persuadable,0.57,Give Discount,534608
0.88,43,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,536229
1.67,39,1,0,0,0,0.2,0.13,0.07,Persuadable,0.13,Give Discount,536763
0.72,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,538270
0.38,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,539916
0.37,38,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,540502
0.13,38,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,540656
1.27,27,0,0,0,0,0.2,0.11,0.08,Persuadable,0.12,Give Discount,541040
2.03,38,0,1,1,0,0.54,0.45,0.09,Persuadable,0.46,Give Discount,541176
2.37,43,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),542254
0.75,36,1,0,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,542358
2.25,35,1,0,1,0,0.66,0.7,-0.04,Do Not Disturb,0.7,Avoid (Do Not Disturb),543666
1.38,16,0,0,0,0,0.13,0.11,0.02,Sure Thing,0.12,No Action,543817
3.43,42,0,0,1,0,0.71,0.7,0.01,Sure Thing,0.71,No Discount (Sure Thing),544680
0.8,37,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,544926
1.85,51,0,0,0,0,0.26,0.15,0.11,Persuadable,0.15,Give Discount,545399
1.03,43,0,0,0,0,0.02,0.01,0.01,Sure Thing,0.01,No Action,545634
1.9,47,0,0,0,0,0.3,0.17,0.14,Persuadable,0.17,Give Discount,546509
1.35,29,0,0,0,0,0.15,0.12,0.04,Sure Thing,0.12,No Action,547164
3.67,44,1,1,1,0,0.67,0.67,0.0,Sure Thing,0.67,No Action,547180
2.72,37,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,0.71,No Discount (Sure Thing),548967
2.83,43,1,0,0,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),550421
2.83,56,1,1,1,0,0.56,0.57,-0.01,Sure Thing,0.55,Avoid (Do Not Disturb),550572
0.38,65,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,551685
2.53,46,1,1,1,0,0.68,0.68,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),553773
0.27,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,553876
2.65,36,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),554079
5.07,20,0,0,0,0,0.47,0.3,0.17,Persuadable,0.31,Give Discount,554724
1.87,74,0,0,0,0,0.35,0.11,0.24,Persuadable,0.15,Give Discount,557799
2.47,54,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),557875
1.72,44,0,1,0,0,0.23,0.13,0.1,Persuadable,0.14,Give Discount,558513
2.45,41,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),559211
0.72,53,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,559537
1.53,54,1,0,0,0,0.19,0.13,0.07,Persuadable,0.14,Give Discount,559936
0.47,40,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,560468
0.97,19,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,561687
2.1,42,1,1,1,0,0.58,0.54,0.04,Sure Thing,0.54,No Action,561992
2.03,46,1,1,0,0,0.54,0.45,0.09,Persuadable,0.45,Give Discount,562238
0.52,27,1,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,562888
2.38,35,1,0,1,0,0.67,0.71,-0.04,Do Not Disturb,0.7,No Discount (Sure Thing),563483
0.12,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,564498
0.75,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,565251
1.52,28,0,0,0,0,0.23,0.12,0.11,Persuadable,0.13,Give Discount,565459
1.43,28,0,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,570076
2.02,41,1,0,0,0,0.45,0.51,-0.06,Do Not Disturb,0.53,Avoid (Do Not Disturb),570782
0.25,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,571561
1.0,52,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,572397
0.5,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,573379
0.13,28,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,575908
1.33,37,1,0,0,0,0.16,0.13,0.03,Sure Thing,0.13,No Action,576849
0.75,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,578503
2.28,44,1,0,0,0,0.67,0.7,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),579547
0.38,51,1,0,0,0,0.02,0.01,0.01,Sure Thing,0.0,No Action,580626
0.63,24,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,581388
2.48,38,1,0,0,1,0.68,0.71,-0.02,Do Not Disturb,0.7,No Discount (Sure Thing),581438
3.15,16,0,0,0,0,0.47,0.32,0.15,Persuadable,0.33,Give Discount,581461
0.38,36,1,0,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,581527
4.77,22,0,0,0,0,0.46,0.29,0.18,Persuadable,0.29,Give Discount,582903
0.85,53,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,583623
3.37,41,1,1,0,1,0.67,0.67,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),584530
0.38,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,585965
1.58,39,0,0,0,0,0.21,0.11,0.1,Persuadable,0.12,Give Discount,587134
2.18,39,0,1,0,0,0.6,0.65,-0.06,Do Not Disturb,0.64,Avoid (Do Not Disturb),587234
2.1,51,1,0,1,0,0.62,0.55,0.07,Persuadable,0.57,Give Discount,587373
1.52,47,1,1,0,0,0.26,0.12,0.14,Persuadable,0.14,Give Discount,589630
3.93,49,1,0,1,0,0.67,0.68,-0.01,Sure Thing,0.7,Avoid (Do Not Disturb),589977
1.2,40,0,1,0,0,0.1,0.09,0.0,Sure Thing,0.1,No Action,590163
1.22,36,0,0,0,0,0.08,0.11,-0.03,Do Not Disturb,0.11,Avoid (Do Not Disturb),591328
1.23,36,0,1,1,0,0.11,0.11,0.01,Sure Thing,0.11,No Action,592366
3.77,45,1,1,1,0,0.67,0.67,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),593536
1.3,67,1,0,1,0,0.21,0.13,0.08,Persuadable,0.13,Give Discount,594410
2.45,38,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),596863
2.93,37,0,1,0,0,0.69,0.69,-0.0,Sure Thing,0.68,Avoid (Do Not Disturb),598533
2.5,51,0,0,1,1,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),599437
1.02,27,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,599909
0.48,56,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,600304
2.0,37,0,0,0,0,0.42,0.52,-0.1,Do Not Disturb,0.53,Avoid (Do Not Disturb),600690
2.23,40,0,0,1,0,0.63,0.71,-0.07,Do Not Disturb,0.7,Avoid (Do Not Disturb),602656
1.37,65,1,0,0,0,0.15,0.13,0.01,Sure Thing,0.14,No Action,603341
0.97,45,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,605494
1.4,33,0,0,1,0,0.16,0.12,0.04,Sure Thing,0.12,No Action,605558
0.77,35,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,607280
1.37,23,0,0,1,0,0.14,0.11,0.03,Sure Thing,0.11,No Action,608039
4.37,57,1,0,0,0,0.53,0.57,-0.05,Do Not Disturb,0.57,Avoid (Do Not Disturb),608478
0.75,69,1,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,608786
2.32,36,0,1,0,0,0.68,0.69,-0.01,Sure Thing,0.68,Avoid (Do Not Disturb),609243
1.47,78,1,0,0,1,0.16,0.15,0.01,Sure Thing,0.15,No Action,610905
1.12,25,0,1,0,0,0.07,0.03,0.04,Sure Thing,0.04,No Action,611350
2.8,16,0,0,0,0,0.5,0.33,0.17,Persuadable,0.35,Give Discount,615783
1.98,31,0,0,1,1,0.37,0.46,-0.08,Do Not Disturb,0.49,Avoid (Do Not Disturb),617402
0.97,40,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,617407
0.98,58,1,0,0,0,0.02,0.01,0.01,Sure Thing,0.01,No Action,617990
0.6,44,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,617994
0.48,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,618063
3.98,36,1,1,0,0,0.64,0.66,-0.02,Sure Thing,0.67,Avoid (Do Not Disturb),618157
1.25,66,1,0,0,1,0.1,0.13,-0.02,Do Not Disturb,0.12,Avoid (Do Not Disturb),620033
0.35,33,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,621552
1.72,39,1,1,0,0,0.25,0.13,0.12,Persuadable,0.15,Give Discount,623142
0.5,41,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,624762
1.0,16,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,625398
0.88,44,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,625400
0.83,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.0,No Action,625555
2.15,58,0,0,0,0,0.59,0.45,0.14,Persuadable,0.52,Give Discount,625597
0.73,25,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.0,No Action,625700
1.33,16,0,0,0,0,0.17,0.1,0.06,Persuadable,0.11,Give Discount,626114
0.4,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,626519
0.98,44,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),626520
0.35,55,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,626645
3.03,55,1,0,1,0,0.68,0.7,-0.02,Do Not Disturb,0.7,Avoid (Do Not Disturb),626986
1.63,47,0,0,0,0,0.22,0.11,0.12,Persuadable,0.12,Give Discount,627436
1.33,47,1,0,0,0,0.17,0.12,0.05,Persuadable,0.12,Give Discount,627451
0.5,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,324191
0.5,39,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,411701
2.9,50,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),439363
1.37,38,0,0,0,0,0.17,0.11,0.05,Persuadable,0.12,Give Discount,445515
2.25,40,1,0,1,0,0.65,0.7,-0.05,Do Not Disturb,0.7,Avoid (Do Not Disturb),474384
1.78,47,1,0,1,1,0.25,0.12,0.13,Persuadable,0.13,Give Discount,485591
6.22,27,0,0,1,0,0.62,0.61,0.01,Sure Thing,0.66,No Action,486270
0.25,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,489852
2.08,38,0,1,0,1,0.55,0.54,0.01,Sure Thing,0.53,No Action,494382
2.48,26,0,0,1,0,0.64,0.68,-0.05,Do Not Disturb,0.67,Avoid (Do Not Disturb),494590
2.07,39,0,0,0,0,0.6,0.56,0.05,Sure Thing,0.57,No Action,496286
3.5,45,1,0,1,0,0.69,0.69,0.0,Sure Thing,0.7,No Discount (Sure Thing),500078
1.6,66,0,0,0,0,0.2,0.1,0.09,Persuadable,0.12,Give Discount,502995
4.12,53,0,0,1,0,0.67,0.68,-0.0,Sure Thing,0.7,No Discount (Sure Thing),503277
3.28,53,0,0,1,0,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),511542
0.5,70,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,511821
0.73,74,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,511827
0.73,31,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,512197
0.97,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,No Action,512623
1.48,54,1,0,0,0,0.21,0.13,0.08,Persuadable,0.14,Give Discount,512671
2.05,39,1,0,1,1,0.6,0.54,0.06,Persuadable,0.57,Give Discount,512835
2.97,16,0,0,0,1,0.47,0.33,0.14,Persuadable,0.34,Give Discount,512928
0.23,65,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,513776
0.9,34,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,514461
3.6,16,0,0,0,1,0.41,0.3,0.11,Persuadable,0.32,Give Discount,514876
0.23,48,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,515060
2.63,55,1,1,0,0,0.67,0.68,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),515490
1.18,54,1,0,0,0,0.09,0.08,0.01,Sure Thing,0.1,No Action,516061
3.2,49,0,0,0,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),516177
3.08,67,1,0,0,0,0.44,0.28,0.15,Persuadable,0.3,Give Discount,517131
1.37,16,0,1,0,0,0.26,0.11,0.16,Persuadable,0.12,Give Discount,517622
0.4,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,518219
0.5,54,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,519140
1.18,58,1,0,0,1,0.09,0.1,-0.01,Sure Thing,0.1,Avoid (Do Not Disturb),521062
1.3,41,1,1,0,0,0.17,0.11,0.06,Persuadable,0.12,Give Discount,521814
0.83,16,0,1,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,522134
4.82,48,0,1,1,0,0.68,0.62,0.06,Persuadable,0.67,Give Discount,523209
1.1,50,1,0,0,0,0.08,0.04,0.04,Sure Thing,0.04,No Action,523273
2.28,53,1,0,1,1,0.67,0.7,-0.04,Do Not Disturb,0.7,No Discount (Sure Thing),524200
1.3,29,0,0,0,0,0.16,0.12,0.04,Sure Thing,0.12,No Action,524923
