session_duration,base_fare_usd,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,expected_value,decision,user_id
1.2,0.0,41,1,0,0,0,0.11,0.12,-0.01,Do Not Disturb,0.13,-15.99,Avoid (Do Not Disturb),662010
1.17,0.0,55,1,0,0,0,0.11,0.08,0.03,Sure Thing,0.1,-12.34,Low Priority,664119
1.22,0.0,45,1,0,0,0,0.1,0.12,-0.01,Do Not Disturb,0.12,-16.3,Avoid (Do Not Disturb),665746
0.35,0.0,36,1,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.65,Low Priority,668776
0.75,0.0,40,0,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,670971
1.13,0.0,43,0,1,1,1,0.11,0.02,0.09,Persuadable,0.03,-5.87,Low Priority,675201
0.4,0.0,21,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.77,Low Priority,683976
3.28,0.0,47,0,1,0,0,0.23,0.14,0.1,Persuadable,0.17,-5.39,Low Priority,691334
2.88,598.43,52,1,1,1,1,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.3,No Discount (Sure Thing),701565
1.37,0.0,39,0,1,0,0,0.23,0.12,0.11,Persuadable,0.13,-3.87,Low Priority,702595
0.87,0.0,41,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.67,Low Priority,703333
1.28,0.0,49,0,1,0,0,0.2,0.12,0.09,Persuadable,0.13,-6.41,Low Priority,704652
0.25,0.0,47,1,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,-14.42,Low Priority,164522
1.1,0.0,23,0,0,0,0,0.08,0.04,0.04,Sure Thing,0.05,-11.2,Low Priority,171470
1.43,0.0,20,0,1,0,0,0.22,0.12,0.1,Persuadable,0.13,-4.57,Low Priority,406210
0.77,0.0,51,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.41,Low Priority,420648
3.38,0.0,39,0,0,0,0,0.25,0.16,0.09,Persuadable,0.18,-6.03,Low Priority,432941
2.58,0.0,50,1,0,0,0,0.24,0.15,0.09,Persuadable,0.18,-6.23,Low Priority,439052
0.4,0.0,70,1,0,0,1,0.02,0.0,0.01,Sure Thing,0.01,-13.63,Low Priority,442819
0.63,0.0,44,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.6,Low Priority,444387
0.63,0.0,36,0,0,0,0,0.0,0.01,-0.0,Lost Cause,0.01,-15.11,Avoid (Do Not Disturb),448467
0.88,0.0,46,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.88,Low Priority,456226
5.98,0.0,50,1,0,0,0,0.26,0.14,0.12,Persuadable,0.17,-3.06,Low Priority,476393
3.77,234.31,55,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.85,No Discount (Sure Thing),484987
1.53,0.0,63,1,0,0,0,0.2,0.14,0.06,Sure Thing,0.15,-8.82,Low Priority,487276
2.75,1021.32,40,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.85,No Discount (Sure Thing),487954
4.17,122.47,35,0,1,1,1,0.9,0.93,-0.02,Do Not Disturb,0.92,-17.23,No Discount (Sure Thing),490671
0.35,0.0,29,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.54,Low Priority,492999
2.62,1036.74,29,0,0,1,0,0.92,0.92,-0.01,Do Not Disturb,0.93,-15.69,No Discount (Sure Thing),495273
1.88,0.0,45,1,0,0,0,0.24,0.13,0.11,Persuadable,0.14,-3.78,Low Priority,497475
1.93,0.0,43,1,0,0,0,0.24,0.14,0.1,Persuadable,0.15,-4.59,Low Priority,498154
5.33,58.19,47,0,0,1,1,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.57,No Discount (Sure Thing),498363
0.47,0.0,25,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.78,Low Priority,504859
1.6,0.0,60,0,0,0,0,0.21,0.13,0.08,Persuadable,0.13,-6.96,Low Priority,505230
0.48,0.0,45,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.61,Low Priority,508050
0.53,0.0,20,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.73,Low Priority,508611
0.87,0.0,68,1,0,0,0,0.02,0.0,0.02,Sure Thing,0.01,-12.98,Low Priority,509969
2.13,418.13,30,0,0,1,0,0.87,0.89,-0.02,Do Not Disturb,0.89,-17.33,No Discount (Sure Thing),512900
3.13,462.97,34,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.79,No Discount (Sure Thing),514206
12.6,0.0,31,0,1,0,0,0.3,0.23,0.07,Sure Thing,0.24,-8.29,Low Priority,514810
2.72,380.01,36,0,0,1,1,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.19,No Discount (Sure Thing),516614
0.77,0.0,53,1,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.55,Low Priority,517596
0.65,0.0,18,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.82,Low Priority,517898
2.35,1030.89,23,0,0,1,0,0.91,0.91,-0.0,Lost Cause,0.9,-15.36,No Discount (Sure Thing),518084
3.18,194.51,42,0,0,1,1,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.38,No Discount (Sure Thing),518612
4.07,21.45,48,0,0,1,1,0.89,0.93,-0.04,Do Not Disturb,0.93,-18.59,No Discount (Sure Thing),518894
2.08,244.65,44,1,1,1,0,0.87,0.9,-0.03,Do Not Disturb,0.89,-17.68,No Discount (Sure Thing),519117
2.08,367.7,51,0,0,1,0,0.87,0.91,-0.04,Do Not Disturb,0.89,-18.57,No Discount (Sure Thing),520175
0.73,0.0,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.44,Low Priority,520358
4.17,0.0,22,1,1,0,0,0.28,0.16,0.12,Persuadable,0.17,-3.27,Low Priority,520947
0.53,0.0,32,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.9,Low Priority,521286
1.1,1606.53,62,0,0,0,0,0.11,0.09,0.02,Sure Thing,0.05,-13.41,Low Priority,521331
2.08,706.13,54,1,0,1,0,0.87,0.89,-0.03,Do Not Disturb,0.89,-17.7,No Discount (Sure Thing),521408
0.53,0.0,39,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,521859
3.5,63.87,28,0,0,0,0,0.93,0.92,0.01,Sure Thing,0.93,-14.3,No Discount (Sure Thing),523335
1.0,0.0,23,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.73,Low Priority,524318
1.15,0.0,53,0,0,0,0,0.1,0.03,0.06,Sure Thing,0.04,-8.56,Low Priority,524511
1.37,0.0,28,0,0,0,0,0.23,0.13,0.1,Persuadable,0.13,-4.89,Low Priority,524650
3.38,0.0,35,0,1,1,0,0.24,0.16,0.09,Persuadable,0.17,-6.46,Low Priority,525102
11.98,73.45,40,0,1,0,0,0.93,0.93,0.01,Sure Thing,0.92,-14.2,No Discount (Sure Thing),525555
1.05,0.0,40,0,0,0,0,0.01,0.02,-0.01,Do Not Disturb,0.02,-15.82,Avoid (Do Not Disturb),526471
0.53,0.0,44,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.6,Low Priority,527004
2.78,0.0,24,0,0,0,0,0.23,0.14,0.09,Persuadable,0.15,-5.88,Low Priority,527524
1.47,151.02,50,0,1,0,0,0.09,0.12,-0.03,Do Not Disturb,0.11,-18.47,Avoid (Do Not Disturb),527987
0.87,0.0,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.44,Low Priority,528683
2.92,790.73,40,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.54,No Discount (Sure Thing),529050
0.62,0.0,47,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.42,Low Priority,530213
3.12,270.58,54,0,0,0,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.83,No Discount (Sure Thing),530743
0.5,0.0,38,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.01,Avoid (Do Not Disturb),531016
2.0,0.0,50,1,1,0,0,0.25,0.15,0.1,Persuadable,0.16,-5.22,Low Priority,531217
3.92,1486.87,43,1,1,1,0,0.89,0.92,-0.03,Do Not Disturb,0.92,-17.93,No Discount (Sure Thing),533248
2.82,244.33,32,0,0,0,0,0.92,0.92,-0.01,Do Not Disturb,0.93,-15.72,No Discount (Sure Thing),533537
0.88,0.0,48,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.38,Low Priority,534697
0.62,0.0,56,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.49,Low Priority,535686
1.78,0.0,35,0,0,1,0,0.21,0.13,0.08,Persuadable,0.13,-6.83,Low Priority,537748
0.25,0.0,39,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.49,Low Priority,539010
2.77,344.83,44,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.34,No Discount (Sure Thing),539105
1.85,0.0,16,0,0,0,0,0.19,0.12,0.07,Sure Thing,0.13,-8.09,Low Priority,539493
0.37,0.0,17,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.15,Avoid (Do Not Disturb),539669
0.88,0.0,41,0,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.86,Low Priority,540819
1.98,0.0,46,0,1,0,0,0.24,0.13,0.1,Persuadable,0.15,-4.88,Low Priority,541236
0.5,0.0,37,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.84,Low Priority,542027
2.68,0.0,47,0,0,0,0,0.25,0.15,0.1,Persuadable,0.18,-4.94,Low Priority,542418
1.87,0.0,54,0,0,1,0,0.23,0.12,0.11,Persuadable,0.14,-4.26,Low Priority,542670
3.55,495.48,35,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.93,No Discount (Sure Thing),542937
0.48,0.0,60,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.73,Low Priority,544333
2.45,157.8,51,1,0,1,1,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.66,No Discount (Sure Thing),544694
1.15,0.0,16,0,0,0,0,0.09,0.07,0.01,Sure Thing,0.07,-13.78,Low Priority,546121
0.37,0.0,72,0,0,0,0,0.06,0.01,0.06,Sure Thing,0.01,-9.12,Low Priority,546462
2.85,0.0,46,1,0,0,0,0.24,0.15,0.09,Persuadable,0.18,-6.18,Low Priority,546529
2.02,99.3,18,0,0,0,0,0.59,0.74,-0.15,Do Not Disturb,0.72,-29.61,No Discount (Sure Thing),547130
0.87,0.0,61,1,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.73,Low Priority,547181
2.5,0.0,52,1,0,1,0,0.24,0.16,0.08,Persuadable,0.18,-6.77,Low Priority,547617
2.77,114.19,37,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.78,No Discount (Sure Thing),548708
2.13,0.0,38,1,1,0,0,0.22,0.16,0.07,Sure Thing,0.17,-8.14,Low Priority,549800
0.75,0.0,49,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.92,Low Priority,551914
2.53,0.0,36,0,0,1,0,0.25,0.16,0.09,Persuadable,0.18,-6.34,Low Priority,552192
0.27,0.0,16,0,1,0,1,0.01,0.01,-0.0,Lost Cause,0.01,-15.33,Avoid (Do Not Disturb),552623
16.92,210.61,35,0,0,1,0,0.96,0.92,0.04,Sure Thing,0.93,-11.12,No Discount (Sure Thing),553985
1.77,0.0,16,0,0,0,0,0.19,0.11,0.08,Persuadable,0.12,-7.23,Low Priority,555147
0.4,0.0,48,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.38,Low Priority,555521
0.5,0.0,17,0,0,0,1,0.01,0.01,-0.0,Lost Cause,0.01,-15.15,Avoid (Do Not Disturb),556395
0.38,0.0,52,1,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.62,Low Priority,557236
1.1,0.0,37,0,0,0,0,0.05,0.03,0.02,Sure Thing,0.03,-13.21,Low Priority,557449
0.27,0.0,24,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.68,Low Priority,557492
0.25,0.0,16,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),557986
3.8,414.02,34,0,0,1,0,0.92,0.92,-0.0,Lost Cause,0.93,-15.41,No Discount (Sure Thing),558138
3.47,685.95,58,1,0,1,0,0.91,0.92,-0.01,Do Not Disturb,0.92,-16.46,No Discount (Sure Thing),559194
1.38,0.0,40,0,0,0,1,0.21,0.12,0.09,Persuadable,0.13,-5.99,Low Priority,559473
2.8,500.15,54,1,0,1,1,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.81,No Discount (Sure Thing),560078
1.68,189.09,41,1,0,0,0,0.09,0.13,-0.04,Do Not Disturb,0.06,-18.58,Avoid (Do Not Disturb),560747
2.85,0.0,58,1,1,1,0,0.23,0.14,0.08,Persuadable,0.17,-6.68,Low Priority,561201
1.38,0.0,33,1,0,0,0,0.2,0.13,0.07,Sure Thing,0.14,-8.33,Low Priority,562416
0.6,0.0,42,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.4,Low Priority,564312
2.55,0.0,22,0,0,0,0,0.25,0.14,0.11,Persuadable,0.15,-3.93,Low Priority,564822
1.7,0.0,50,0,1,0,1,0.24,0.13,0.12,Persuadable,0.14,-3.38,Low Priority,565365
2.38,0.0,36,0,1,0,0,0.24,0.16,0.08,Persuadable,0.17,-6.64,Low Priority,565949
1.6,0.0,67,1,0,0,0,0.22,0.13,0.09,Persuadable,0.14,-6.06,Low Priority,566002
1.08,0.0,19,0,0,0,0,0.06,0.04,0.02,Sure Thing,0.04,-13.05,Low Priority,566749
7.78,0.0,65,0,0,1,0,0.27,0.13,0.14,Persuadable,0.15,-1.48,Low Priority,569300
1.25,0.0,38,1,0,0,0,0.13,0.13,-0.0,Lost Cause,0.14,-15.27,Avoid (Do Not Disturb),569829
2.75,95.95,36,1,0,1,0,0.93,0.93,-0.01,Do Not Disturb,0.93,-15.63,No Discount (Sure Thing),571454
0.37,0.0,72,1,0,0,0,0.03,0.01,0.02,Sure Thing,0.02,-13.35,Low Priority,572133
1.0,0.0,62,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.84,Low Priority,572529
1.48,0.0,54,0,1,1,0,0.23,0.13,0.1,Persuadable,0.14,-5.14,Low Priority,572728
0.63,0.0,46,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.88,Low Priority,572992
2.03,0.0,65,1,0,0,0,0.25,0.14,0.11,Persuadable,0.16,-3.52,Low Priority,575868
0.87,0.0,38,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.72,Low Priority,577007
4.93,261.44,49,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.92,-16.17,No Discount (Sure Thing),582254
0.75,0.0,87,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.69,Low Priority,582586
4.05,0.0,25,0,1,0,1,0.23,0.13,0.1,Persuadable,0.15,-5.13,Low Priority,583070
1.98,0.0,16,0,0,1,0,0.2,0.15,0.05,Sure Thing,0.15,-10.48,Low Priority,586344
2.65,23.25,46,0,0,1,1,0.9,0.93,-0.04,Do Not Disturb,0.93,-18.71,No Discount (Sure Thing),586471
2.12,397.33,44,0,0,1,0,0.89,0.9,-0.01,Do Not Disturb,0.89,-16.39,No Discount (Sure Thing),586850
1.5,121.84,39,0,1,0,0,0.1,0.12,-0.02,Do Not Disturb,0.12,-17.08,Avoid (Do Not Disturb),586953
3.57,101.08,49,1,0,1,0,0.93,0.93,-0.0,Lost Cause,0.93,-15.09,No Discount (Sure Thing),589228
1.78,0.0,26,0,0,0,0,0.21,0.13,0.08,Persuadable,0.14,-6.82,Low Priority,590230
1.58,0.0,40,1,0,0,0,0.23,0.13,0.1,Persuadable,0.14,-4.92,Low Priority,590905
0.73,0.0,23,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.67,Low Priority,591593
2.4,318.82,36,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.87,No Discount (Sure Thing),593020
0.88,0.0,54,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.45,Low Priority,593632
1.2,0.0,21,0,0,0,0,0.11,0.11,-0.01,Do Not Disturb,0.12,-15.78,Avoid (Do Not Disturb),596611
0.65,0.0,33,1,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.53,Low Priority,598185
0.25,0.0,41,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.37,Low Priority,607270
11.32,128.07,42,1,0,1,0,0.94,0.93,0.01,Sure Thing,0.93,-14.34,No Discount (Sure Thing),608343
2.85,260.87,37,0,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.17,No Discount (Sure Thing),611583
2.98,0.0,29,0,0,0,0,0.27,0.16,0.11,Persuadable,0.17,-4.32,Low Priority,613921
0.52,0.0,48,1,1,0,0,0.01,0.0,0.0,Sure Thing,0.01,-14.54,Low Priority,614595
3.25,641.45,51,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.88,No Discount (Sure Thing),621291
8.77,0.0,16,0,0,0,0,0.23,0.15,0.07,Sure Thing,0.16,-7.57,Low Priority,626587
0.4,0.0,57,1,1,0,1,0.02,0.01,0.01,Sure Thing,0.01,-13.94,Low Priority,644639
0.27,0.0,22,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.35,Low Priority,649935
1.12,0.0,58,1,1,0,0,0.08,0.02,0.06,Sure Thing,0.03,-9.05,Low Priority,657122
0.15,0.0,40,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,662535
0.93,0.0,39,1,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,-14.53,Low Priority,663017
0.27,0.0,44,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.6,Low Priority,666718
2.52,0.0,20,0,0,0,0,0.22,0.14,0.08,Persuadable,0.15,-6.81,Low Priority,668083
2.85,252.2,49,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.85,No Discount (Sure Thing),671151
2.43,444.2,44,1,0,1,1,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.28,No Discount (Sure Thing),674375
1.13,0.0,65,1,0,0,0,0.08,0.02,0.06,Sure Thing,0.03,-9.16,Low Priority,683663
3.57,441.23,55,1,0,1,0,0.92,0.93,-0.0,Lost Cause,0.93,-15.49,No Discount (Sure Thing),685604
0.47,0.0,69,1,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,-13.63,Low Priority,700289
1.67,0.0,44,1,1,0,0,0.25,0.13,0.12,Persuadable,0.15,-3.19,Low Priority,707525
0.65,0.0,21,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.16,Low Priority,708887
0.25,0.0,25,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-13.95,Low Priority,478228
1.38,0.0,48,1,1,0,1,0.22,0.12,0.1,Persuadable,0.14,-5.02,Low Priority,485260
0.12,0.0,16,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),488246
3.65,0.0,64,1,0,1,1,0.24,0.14,0.09,Persuadable,0.17,-5.88,Low Priority,499379
0.37,0.0,46,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.88,Low Priority,503945
2.0,609.53,52,1,1,1,0,0.77,0.82,-0.05,Do Not Disturb,0.81,-19.54,No Discount (Sure Thing),507435
2.73,388.86,71,0,0,1,0,0.87,0.83,0.03,Sure Thing,0.85,-11.56,No Discount (Sure Thing),510805
1.95,0.0,41,0,0,1,0,0.23,0.14,0.09,Persuadable,0.14,-5.58,Low Priority,518907
0.88,0.0,45,1,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.57,Low Priority,518998
1.05,0.0,41,1,0,0,0,0.03,0.01,0.02,Sure Thing,0.02,-13.3,Low Priority,525089
5.08,0.0,47,1,0,0,0,0.25,0.14,0.1,Persuadable,0.17,-4.71,Low Priority,526354
1.35,0.0,38,0,0,0,0,0.2,0.12,0.08,Persuadable,0.13,-6.89,Low Priority,528657
0.6,0.0,64,1,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.77,Low Priority,529940
0.5,0.0,42,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,530625
0.5,0.0,30,0,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.49,Low Priority,531361
1.35,0.0,39,1,0,0,0,0.21,0.13,0.08,Persuadable,0.14,-7.12,Low Priority,531789
0.52,0.0,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.44,Low Priority,532810
1.15,0.0,51,1,0,0,0,0.1,0.04,0.06,Sure Thing,0.05,-9.34,Low Priority,535447
2.08,0.0,38,0,1,0,0,0.23,0.14,0.09,Persuadable,0.16,-6.05,Low Priority,537861
1.63,555.13,24,0,0,0,0,0.16,0.08,0.07,Sure Thing,0.08,-7.52,Low Priority,542658
2.6,346.91,16,0,0,1,0,0.92,0.89,0.03,Sure Thing,0.9,-11.76,No Discount (Sure Thing),543126
0.4,0.0,43,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.3,Low Priority,544627
0.72,0.0,43,1,1,0,1,0.01,0.01,0.01,Sure Thing,0.01,-14.4,Low Priority,549450
1.03,0.0,76,1,0,0,0,0.03,0.02,0.01,Sure Thing,0.02,-13.84,Low Priority,550830
1.72,0.0,42,0,1,0,0,0.24,0.12,0.12,Persuadable,0.14,-3.38,Low Priority,551430
1.78,0.0,29,0,0,0,0,0.22,0.13,0.1,Persuadable,0.14,-5.45,Low Priority,555656
1.08,0.0,32,0,1,0,0,0.05,0.03,0.02,Sure Thing,0.03,-13.0,Low Priority,556841
5.62,0.0,40,0,0,0,0,0.25,0.14,0.11,Persuadable,0.17,-4.18,Low Priority,560627
0.52,0.0,51,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.61,Low Priority,560733
0.53,0.0,48,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.95,Low Priority,566489
2.48,0.0,42,1,0,0,0,0.24,0.16,0.08,Sure Thing,0.18,-7.48,Low Priority,567195
0.62,0.0,43,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.3,Low Priority,569180
1.13,0.0,55,1,0,0,0,0.09,0.02,0.07,Sure Thing,0.03,-8.14,Low Priority,569236
4.15,474.29,16,0,0,1,0,0.9,0.88,0.02,Sure Thing,0.9,-12.91,No Discount (Sure Thing),570697
0.65,0.0,59,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.73,Low Priority,571084
1.38,0.0,53,1,0,0,0,0.19,0.13,0.06,Sure Thing,0.14,-8.58,Low Priority,574150
1.27,0.0,38,1,0,1,0,0.18,0.13,0.04,Sure Thing,0.14,-10.54,Low Priority,576985
1.43,0.0,43,1,0,0,1,0.23,0.13,0.1,Persuadable,0.14,-5.23,Low Priority,577915
1.67,0.0,44,1,0,0,1,0.24,0.13,0.11,Persuadable,0.14,-3.92,Low Priority,577930
0.7,0.0,29,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.54,Low Priority,578058
0.35,0.0,36,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.65,Low Priority,583759
2.03,0.0,39,1,0,0,0,0.24,0.15,0.09,Persuadable,0.18,-5.6,Low Priority,584875
0.67,0.0,19,0,0,0,0,0.01,0.0,0.0,Lost Cause,0.01,-14.66,Low Priority,586257
3.4,126.91,47,1,0,1,0,0.93,0.93,-0.0,Lost Cause,0.93,-15.2,No Discount (Sure Thing),588103
1.58,0.0,52,1,1,0,0,0.22,0.13,0.09,Persuadable,0.15,-5.6,Low Priority,588919
0.52,0.0,28,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.61,Low Priority,589140
0.97,0.0,55,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.88,Low Priority,590429
2.92,683.28,34,0,0,1,0,0.91,0.93,-0.01,Do Not Disturb,0.93,-16.3,No Discount (Sure Thing),591433
2.0,1167.11,38,1,0,1,0,0.68,0.8,-0.12,Do Not Disturb,0.8,-27.2,No Discount (Sure Thing),597010
0.88,0.0,51,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.41,Low Priority,598832
0.4,0.0,53,1,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.55,Low Priority,600163
0.27,0.0,53,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.61,Low Priority,601104
1.02,0.0,34,0,1,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.21,Avoid (Do Not Disturb),607799
1.12,0.0,48,1,1,0,0,0.08,0.02,0.05,Sure Thing,0.03,-9.53,Low Priority,614595
0.63,0.0,36,1,0,0,0,0.01,0.0,0.0,Lost Cause,0.01,-14.79,Low Priority,645933
2.98,0.0,35,0,0,0,0,0.25,0.16,0.09,Persuadable,0.18,-5.51,Low Priority,646257
5.03,767.08,28,0,1,1,0,0.92,0.92,-0.0,Lost Cause,0.91,-15.07,No Discount (Sure Thing),651390
2.18,0.0,55,1,0,0,0,0.22,0.16,0.06,Sure Thing,0.18,-9.38,Low Priority,657343
2.2,198.41,44,1,1,1,0,0.88,0.92,-0.04,Do Not Disturb,0.92,-18.64,No Discount (Sure Thing),707525
2.47,19.77,35,0,0,1,0,0.9,0.93,-0.03,Do Not Disturb,0.93,-18.22,No Discount (Sure Thing),710489
1.03,0.0,16,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.81,Low Priority,710523
1.33,0.0,52,1,0,1,0,0.19,0.13,0.06,Sure Thing,0.14,-8.77,Low Priority,399137
1.7,0.0,53,0,0,0,0,0.23,0.12,0.11,Persuadable,0.13,-4.33,Low Priority,413418
0.65,0.0,46,0,0,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.88,Low Priority,456226
2.0,0.0,66,0,0,0,0,0.23,0.12,0.12,Persuadable,0.15,-3.48,Low Priority,482811
2.32,98.3,50,1,1,1,0,0.9,0.93,-0.03,Do Not Disturb,0.93,-18.4,No Discount (Sure Thing),488410
6.05,0.0,35,1,0,1,1,0.25,0.15,0.1,Persuadable,0.18,-4.82,Low Priority,495482
2.27,117.73,60,0,0,1,0,0.88,0.92,-0.04,Do Not Disturb,0.91,-19.43,No Discount (Sure Thing),505230
2.1,0.0,26,0,0,0,0,0.24,0.16,0.08,Persuadable,0.16,-7.02,Low Priority,506828
2.38,0.0,42,0,0,0,0,0.25,0.16,0.09,Persuadable,0.18,-5.92,Low Priority,511424
2.92,300.35,43,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.29,No Discount (Sure Thing),511554
3.25,84.88,46,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.93,No Discount (Sure Thing),515688
2.65,0.0,42,1,0,0,0,0.24,0.16,0.08,Persuadable,0.18,-7.13,Low Priority,515953
1.02,0.0,56,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.69,Low Priority,519392
6.27,0.0,37,1,0,0,1,0.24,0.15,0.1,Persuadable,0.18,-5.44,Low Priority,520878
2.35,1287.68,35,1,0,1,0,0.91,0.93,-0.01,Do Not Disturb,0.93,-16.36,No Discount (Sure Thing),523657
3.03,0.0,33,0,1,0,0,0.24,0.16,0.08,Persuadable,0.17,-7.01,Low Priority,525734
2.15,0.0,20,1,1,0,0,0.23,0.15,0.08,Sure Thing,0.17,-7.27,Low Priority,526303
