session_duration,page_clicks,base_fare_usd,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,decision,expected_value,user_id
2.65,21,284.73,32,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.87,543659
2.42,20,224.94,42,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.09,545770
3.57,29,691.04,54,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.89,547823
2.13,17,201.75,50,0,1,0,0,0.85,0.89,-0.04,Do Not Disturb,0.89,No Discount (Sure Thing),89.03,552734
4.77,38,502.21,38,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.64,557118
3.3,27,408.24,48,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.92,558081
1.82,15,3825.76,35,1,1,0,0,0.35,0.15,0.2,Persuadable,0.15,Give Discount,14.66,560739
2.08,17,446.34,33,1,0,1,0,0.87,0.9,-0.03,Do Not Disturb,0.9,No Discount (Sure Thing),90.42,562416
2.98,24,141.07,26,0,0,1,0,0.95,0.95,0.0,Sure Thing,0.95,No Discount (Sure Thing),94.99,565467
2.87,23,385.06,47,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,570626
5.63,45,483.48,31,1,0,1,0,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.15,574465
2.78,23,487.89,42,1,0,0,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.01,582333
7.32,60,633.38,32,0,0,1,0,0.92,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.09,586384
3.62,29,393.11,49,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.87,592598
4.08,32,251.26,35,0,0,1,0,0.92,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.74,603160
2.92,23,554.87,43,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,605311
3.4,27,1493.16,27,0,0,1,0,0.94,0.95,-0.0,Sure Thing,0.94,No Discount (Sure Thing),94.55,622293
2.83,22,178.54,41,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.11,639458
2.7,22,532.62,44,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,646937
2.23,18,71.24,44,1,0,1,0,0.89,0.94,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),93.83,679066
2.85,23,584.24,37,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,483603
5.72,47,103.57,38,0,1,1,0,0.92,0.94,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.4,494382
5.65,45,483.7,41,1,0,1,0,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.26,494704
2.13,17,259.92,40,1,0,1,0,0.88,0.9,-0.02,Sure Thing,0.9,No Discount (Sure Thing),90.12,511326
4.2,35,204.84,36,1,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.82,514003
2.78,22,543.54,18,0,0,1,1,0.95,0.92,0.03,Sure Thing,0.93,No Discount (Sure Thing),92.43,516833
3.23,26,488.46,34,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.03,520188
2.87,23,523.75,32,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.77,521992
2.12,17,228.71,49,1,1,1,0,0.89,0.89,-0.01,Sure Thing,0.9,No Discount (Sure Thing),89.43,522223
2.52,20,452.04,54,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.01,525716
3.37,28,134.25,40,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.11,526471
2.53,20,168.11,38,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.17,528657
3.1,25,422.76,27,0,0,0,0,0.95,0.95,0.0,Sure Thing,0.95,No Discount (Sure Thing),94.83,529831
5.18,42,710.43,36,0,1,1,0,0.92,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.22,530754
5.0,41,611.61,43,1,0,1,0,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.55,538388
2.52,20,177.86,54,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.02,541249
1.68,13,79.98,33,0,0,0,0,0.02,0.0,0.02,Sure Thing,0.01,No Action,0.07,542850
2.68,21,685.61,26,0,0,1,0,0.95,0.95,0.01,Sure Thing,0.95,No Discount (Sure Thing),94.8,543339
2.37,20,379.76,44,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.96,552643
2.27,18,404.25,39,0,0,1,0,0.89,0.94,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),93.82,555648
2.82,23,980.33,38,0,1,1,0,0.92,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.83,563221
2.43,20,534.34,45,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,565294
5.95,49,129.89,65,0,0,1,1,0.91,0.88,0.03,Sure Thing,0.89,No Discount (Sure Thing),88.36,569300
3.52,29,595.15,32,1,0,1,0,0.94,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.82,569832
2.65,21,396.49,31,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.83,570639
2.37,19,366.5,42,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,599927
4.52,37,49.72,51,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.8,610474
9.27,75,366.48,39,1,1,1,0,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.23,624593
4.45,36,735.03,51,1,1,1,0,0.93,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.38,420648
2.42,20,1270.82,42,0,0,1,1,0.93,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.8,443598
2.28,19,183.68,40,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),95.03,483928
2.47,20,383.03,38,1,0,1,1,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.98,511398
7.03,57,260.18,39,0,0,1,0,0.93,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.28,513004
2.97,24,1462.13,40,1,0,1,1,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.69,515243
2.03,17,1376.95,41,1,0,0,0,0.81,0.77,0.03,Sure Thing,0.74,No Discount (Sure Thing),77.49,517676
2.0,16,706.31,34,0,0,1,0,0.79,0.79,0.01,Sure Thing,0.77,No Discount (Sure Thing),78.74,517743
3.3,26,212.38,53,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.0,517825
2.22,18,141.95,25,0,0,1,0,0.87,0.93,-0.06,Do Not Disturb,0.93,No Discount (Sure Thing),93.39,518219
2.2,18,368.57,37,0,1,1,0,0.89,0.93,-0.04,Do Not Disturb,0.93,No Discount (Sure Thing),93.41,519114
2.22,18,126.37,46,0,0,0,0,0.88,0.94,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),93.61,522323
2.63,21,231.69,48,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.08,523209
2.07,17,206.47,52,1,1,1,0,0.86,0.91,-0.05,Do Not Disturb,0.9,No Discount (Sure Thing),90.63,523513
2.28,18,336.45,48,1,1,1,0,0.88,0.95,-0.06,Do Not Disturb,0.93,No Discount (Sure Thing),94.61,540572
4.02,32,206.44,52,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.82,541939
2.35,19,392.29,44,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,546224
2.25,18,405.52,28,0,1,1,0,0.92,0.93,-0.01,Sure Thing,0.92,No Discount (Sure Thing),92.98,562362
3.38,27,619.93,48,1,0,1,1,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.9,562869
2.48,20,168.77,38,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.15,569829
4.43,35,696.63,38,0,0,1,0,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.64,569863
1.1,9,86.58,52,0,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,0.25,572554
3.38,27,232.67,39,0,0,1,0,0.94,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.04,572578
6.32,50,548.54,44,0,0,0,0,0.93,0.94,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.23,574513
2.9,24,200.31,43,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,583038
2.2,18,451.03,42,1,0,1,0,0.88,0.93,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),93.49,588048
4.08,34,636.18,34,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.68,613442
3.23,27,420.14,45,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,622343
3.6,29,101.66,54,1,0,1,1,0.95,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),95.02,626318
10.68,88,497.95,52,1,1,1,0,0.95,0.94,0.02,Sure Thing,0.94,No Discount (Sure Thing),93.92,664405
2.65,21,575.19,32,0,0,1,0,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.87,668172
2.68,22,29.52,41,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.24,695094
3.05,24,4841.68,31,0,0,1,1,0.81,0.67,0.14,Persuadable,0.75,No Discount (Sure Thing),67.0,479524
5.6,46,345.3,41,1,1,1,0,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.36,482264
2.97,24,706.85,43,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.9,515565
3.3,27,1394.88,37,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.85,516789
14.15,113,87.97,51,1,1,1,0,0.95,0.94,0.01,Sure Thing,0.95,No Discount (Sure Thing),94.21,519718
2.77,22,415.65,48,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,534391
2.9,23,497.98,40,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,543327
1.75,14,381.43,39,0,1,0,0,0.02,0.02,-0.0,Sure Thing,0.02,Avoid (Do Not Disturb),1.74,544469
2.42,19,229.54,46,0,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.08,545551
4.35,35,540.72,38,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.64,555484
2.7,22,187.65,45,1,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,555894
2.58,21,133.08,43,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.14,562108
3.58,29,583.37,53,0,0,1,0,0.94,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.91,563482
7.2,58,1732.29,57,1,1,0,0,0.92,0.85,0.07,Persuadable,0.93,No Discount (Sure Thing),85.05,566044
2.95,24,428.23,39,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.0,566152
2.32,19,445.81,45,0,1,0,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.92,571243
4.55,37,386.78,40,1,0,1,0,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.63,590905
2.48,20,1385.06,47,1,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.69,598306
2.87,23,409.27,46,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,628023
1.5,12,165.53,38,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,0.07,633183
2.22,18,394.29,27,0,0,1,0,0.89,0.93,-0.04,Do Not Disturb,0.93,No Discount (Sure Thing),93.06,195192
2.87,23,333.75,44,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,396552
3.82,31,518.59,33,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,434623
2.35,19,206.62,36,1,0,1,1,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.14,463652
3.1,25,102.64,42,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.15,513236
1.5,12,270.83,49,1,1,0,0,0.03,0.0,0.02,Sure Thing,0.01,No Action,0.49,516144
2.52,20,385.36,52,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.93,519957
1.33,11,179.42,42,1,0,0,0,0.02,0.0,0.02,Sure Thing,0.01,No Action,0.07,532233
4.95,41,44.72,46,0,0,1,1,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.65,536659
2.18,18,170.27,27,1,1,1,0,0.91,0.92,-0.01,Sure Thing,0.91,No Discount (Sure Thing),92.32,545327
2.77,22,416.07,54,1,1,1,0,0.95,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.95,547606
2.33,19,325.43,48,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,547761
2.0,16,2118.44,71,1,0,0,0,0.68,0.26,0.42,Persuadable,0.35,Give Discount,48.07,550400
1.38,11,124.66,52,1,0,0,0,0.03,0.0,0.03,Sure Thing,0.0,No Action,0.16,553645
4.12,33,173.79,54,0,0,1,0,0.92,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.75,567518
3.7,30,712.31,45,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.93,573720
3.88,31,296.2,47,1,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.91,573988
2.65,21,394.76,16,0,0,1,0,0.95,0.92,0.04,Sure Thing,0.93,No Discount (Sure Thing),91.54,577682
3.3,27,404.05,45,1,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.92,579792
2.43,19,783.84,38,0,0,1,1,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.97,584034
2.0,16,95.01,49,0,0,1,0,0.8,0.81,-0.0,Sure Thing,0.82,No Discount (Sure Thing),80.51,584525
1.92,15,359.59,18,0,0,0,1,0.16,0.3,-0.14,Do Not Disturb,0.23,Avoid (Do Not Disturb),30.19,585717
3.98,33,498.41,54,1,1,0,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.73,593632
3.88,31,452.58,53,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.87,594238
4.38,36,349.57,45,0,1,1,1,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.71,618429
2.7,21,77.63,35,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),95.1,646257
2.22,18,358.05,36,0,0,1,0,0.88,0.94,-0.06,Do Not Disturb,0.93,No Discount (Sure Thing),93.54,656422
4.18,34,541.1,36,1,1,1,0,0.92,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.56,668776
3.17,26,1551.14,56,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.81,734565
3.9,32,481.03,39,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.96,480331
3.87,31,142.69,38,1,0,1,0,0.93,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),95.12,503760
2.15,17,550.06,52,1,1,1,0,0.89,0.88,0.01,Sure Thing,0.89,No Discount (Sure Thing),88.29,517212
2.65,21,715.19,63,1,0,1,0,0.94,0.93,0.01,Sure Thing,0.93,No Discount (Sure Thing),93.13,522465
2.4,19,763.13,30,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.94,No Discount (Sure Thing),94.81,528105
3.9,32,380.84,51,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.9,532568
2.93,24,562.79,50,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.78,532989
4.98,40,441.14,46,1,1,1,0,0.93,0.95,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.56,533613
2.45,20,244.86,43,0,1,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.06,544627
3.32,27,236.05,45,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.04,549580
4.43,36,160.56,47,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.82,552432
3.23,26,565.0,37,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.93,557562
2.38,19,96.38,48,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.1,566489
2.8,23,83.23,43,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,569779
16.47,133,87.7,67,0,0,0,0,0.95,0.57,0.38,Persuadable,0.79,No Discount (Sure Thing),56.9,570750
3.38,27,266.0,44,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.93,581005
4.38,35,169.62,52,0,0,1,0,0.92,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.67,595852
2.33,19,676.74,55,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.84,602827
2.77,22,261.94,30,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.83,604355
1.98,16,647.9,48,1,0,1,1,0.74,0.8,-0.06,Do Not Disturb,0.78,No Discount (Sure Thing),79.74,625984
3.22,26,298.41,49,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,640689
1.52,12,366.75,38,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,0.07,659161
2.83,23,557.93,52,1,1,1,0,0.94,0.95,-0.0,Sure Thing,0.95,No Discount (Sure Thing),94.79,683978
3.0,24,198.64,49,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,704652
2.47,20,297.8,45,0,0,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,714504
2.67,21,369.6,38,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,206011
2.0,16,475.35,50,1,0,1,0,0.8,0.79,0.01,Sure Thing,0.81,No Discount (Sure Thing),79.46,439052
2.48,20,527.77,36,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,464614
2.37,19,226.96,39,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.09,503418
2.25,18,293.19,41,0,0,1,0,0.88,0.94,-0.06,Do Not Disturb,0.93,No Discount (Sure Thing),93.52,512589
4.33,35,554.7,53,1,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),94.54,513259
2.43,20,534.22,26,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.82,519885
4.32,35,690.79,53,1,0,1,0,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.51,529224
2.22,18,536.43,50,0,0,1,0,0.89,0.94,-0.04,Do Not Disturb,0.93,No Discount (Sure Thing),93.62,534105
2.82,23,419.4,34,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.99,542277
2.85,23,398.81,31,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.83,543810
2.65,21,358.19,40,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,544043
3.12,25,474.08,32,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.93,544747
2.45,20,236.66,52,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,546064
1.12,9,1413.78,55,0,0,0,1,0.01,0.0,0.0,Sure Thing,0.0,No Action,0.24,551023
3.05,25,499.32,47,0,1,0,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.94,561386
2.25,18,1272.36,16,0,0,1,1,0.82,0.91,-0.09,Do Not Disturb,0.9,No Discount (Sure Thing),91.28,573931
2.23,18,223.4,50,0,0,1,0,0.89,0.94,-0.05,Do Not Disturb,0.93,No Discount (Sure Thing),93.68,575971
2.1,17,136.52,44,1,0,1,0,0.9,0.9,-0.01,Sure Thing,0.9,No Discount (Sure Thing),90.38,577930
2.43,20,156.54,53,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.08,579307
2.07,17,185.6,47,1,0,1,0,0.88,0.91,-0.03,Do Not Disturb,0.9,No Discount (Sure Thing),90.75,590103
3.77,30,320.19,52,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.9,600395
2.88,23,28.87,34,0,0,1,0,0.93,0.95,-0.02,Sure Thing,0.95,No Discount (Sure Thing),95.25,602476
1.58,13,61.22,44,0,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,0.33,757930
2.55,21,416.32,36,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,512598
2.92,23,555.05,49,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.78,521070
6.23,50,394.24,48,1,0,1,0,0.93,0.94,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.19,524628
6.63,54,421.14,44,1,0,1,0,0.92,0.94,-0.03,Do Not Disturb,0.94,No Discount (Sure Thing),94.23,525265
2.38,19,387.27,52,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.93,528816
2.7,21,287.38,20,0,0,1,0,0.95,0.94,0.01,Sure Thing,0.94,No Discount (Sure Thing),93.73,546164
2.68,22,224.3,42,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.09,548651
2.47,20,357.8,50,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.96,551468
2.3,19,245.51,43,1,0,1,0,0.91,0.95,-0.04,Do Not Disturb,0.95,No Discount (Sure Thing),95.07,562338
7.5,61,724.4,42,0,1,1,0,0.89,0.94,-0.05,Do Not Disturb,0.94,No Discount (Sure Thing),94.2,566455
2.38,19,352.72,53,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.93,567172
2.43,20,25.76,47,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.21,570683
3.77,30,373.0,45,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,582979
1.98,16,517.77,45,1,0,0,0,0.7,0.77,-0.07,Do Not Disturb,0.77,No Discount (Sure Thing),77.48,585915
2.08,17,449.97,40,0,0,1,0,0.87,0.91,-0.03,Do Not Disturb,0.91,No Discount (Sure Thing),90.93,595087
3.28,26,367.7,37,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,609167
2.02,16,274.58,30,0,0,0,0,0.77,0.78,-0.01,Sure Thing,0.78,No Discount (Sure Thing),78.21,678547
2.62,21,19.11,35,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.27,710489
3.25,26,412.81,39,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,760793
2.05,17,199.47,26,0,1,0,0,0.86,0.87,-0.01,Sure Thing,0.87,No Discount (Sure Thing),87.03,371201
2.1,17,140.96,38,0,0,1,0,0.85,0.91,-0.06,Do Not Disturb,0.91,No Discount (Sure Thing),91.12,437549
3.45,28,2091.67,66,0,0,0,0,0.89,0.68,0.21,Persuadable,0.74,No Discount (Sure Thing),68.12,482811
2.25,18,108.89,37,1,1,1,0,0.87,0.93,-0.07,Do Not Disturb,0.92,No Discount (Sure Thing),93.48,483480
4.43,36,684.16,39,0,0,1,0,0.93,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.64,506130
3.13,26,630.31,62,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.62,512904
1.8,15,561.99,37,0,0,1,1,0.38,0.18,0.2,Persuadable,0.26,Give Discount,17.66,516593
2.38,19,295.57,43,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.98,524929
2.33,19,94.98,43,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,526308
4.25,34,211.97,34,0,0,1,0,0.92,0.95,-0.03,Do Not Disturb,0.95,No Discount (Sure Thing),94.8,531987
2.23,18,35.95,43,1,0,1,0,0.87,0.94,-0.07,Do Not Disturb,0.93,No Discount (Sure Thing),93.89,537560
2.45,20,751.01,27,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.8,538457
2.1,17,2241.91,39,0,0,1,0,0.81,0.87,-0.06,Do Not Disturb,0.86,No Discount (Sure Thing),87.13,542767
2.35,19,127.7,32,0,0,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.98,543976
3.32,27,631.23,45,1,1,1,0,0.93,0.95,-0.01,Sure Thing,0.94,No Discount (Sure Thing),94.77,550579
3.12,25,58.32,46,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.18,552904
4.83,39,801.64,29,0,0,0,0,0.92,0.94,-0.02,Do Not Disturb,0.94,No Discount (Sure Thing),94.43,563148
1.87,15,382.42,53,1,0,0,1,0.13,0.33,-0.2,Do Not Disturb,0.3,Avoid (Do Not Disturb),32.91,564616
9.75,79,307.49,55,0,0,1,0,0.89,0.94,-0.04,Do Not Disturb,0.94,No Discount (Sure Thing),93.96,571566
2.55,21,209.45,42,1,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.12,576691
3.05,24,518.72,34,0,1,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.99,579950
2.37,19,516.44,55,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.09,582319
2.75,22,558.19,36,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.95,667718
1.98,16,637.8,52,1,1,1,0,0.72,0.78,-0.06,Do Not Disturb,0.78,No Discount (Sure Thing),77.66,701565
